Open Time,Type,Volume,Symbol,Open Price,S/L,T/P,Close Time,Close Price,Commission,Swap,Profit,Comment
2001.01.01 00:00:00,balance,,,,,,,,0,0,2000,Add funds 2000
2012.01.18 08:00:00,buy,0.2,EURUSD,1.27959,0,0,2012.02.13 20:00:00,1.31731,0,0,754.4,
2012.02.14 00:00:00,sell,0.2,EURUSD,1.31646,0,0,2012.02.20 08:00:00,1.32346,0,0,-140,
2012.03.19 12:00:00,buy,0.26144,EURUSD,1.31839,0,0,2012.04.03 20:00:00,1.32347,0,0,132.81,
2012.04.03 20:00:00,sell,0.26144,EURUSD,1.32774,0,0,2012.04.11 08:00:00,1.31388,0,0,362.36,
2012.04.11 08:00:00,buy,0.274721,EURUSD,1.31397,0,0,2012.04.13 16:00:00,1.30768,0,0,-172.8,
2012.04.20 16:00:00,buy,0.293677,EURUSD,1.31988,0,0,2012.04.23 12:00:00,1.31379,0,0,-178.85,
2012.05.02 08:00:00,sell,0.275792,EURUSD,1.31834,0,0,2012.06.06 16:00:00,1.25526,0,0,1739.7,
2012.06.06 16:00:00,buy,0.275792,EURUSD,1.25438,0,0,2012.06.08 08:00:00,1.24765,0,0,-185.61,
2012.06.11 00:00:00,buy,0.431201,EURUSD,1.26487,0,0,2012.06.11 08:00:00,1.25748,0,0,-318.66,
2012.06.21 16:00:00,sell,0.399335,EURUSD,1.25719,0,0,2012.06.29 12:00:00,1.26693,0,0,-388.95,
2012.07.19 08:00:00,buy,0.36044,EURUSD,1.23013,0,0,2012.07.19 12:00:00,1.22427,0,0,-211.22,
2012.09.20 04:00:00,sell,0.339318,EURUSD,1.30054,0,0,2012.10.04 12:00:00,1.29755,0,0,101.46,
2012.10.04 08:00:00,buy,0.339318,EURUSD,1.29516,0,0,2012.10.09 16:00:00,1.28638,0,0,-297.92,
2012.10.23 12:00:00,sell,0.319672,EURUSD,1.30198,0,0,2012.11.19 12:00:00,1.2786,0,0,747.39,
2012.11.19 08:00:00,buy,0.319672,EURUSD,1.27843,0,0,2013.01.03 00:00:00,1.31267,0,0,1094.56,
