Open Time,Type,Volume,Symbol,Open Price,S/L,T/P,Close Time,Close Price,Commission,Swap,Profit,Comment
2001.01.01 00:00:00,balance,,,,,,,,0,0,2000,Add funds 2000
2013.01.10 12:00:00,buy,0.2,EURUSD,1.31283,1.30783,0,2013.02.07 12:00:00,1.34295,0,0,602.4,
2013.01.17 04:00:00,sell,0.2,EURUSD,1.32758,0,0,2013.01.17 07:59:59,1.3302,0,0,-54.2,
2013.01.22 08:00:00,sell,0.19458,EURUSD,1.3275920180723,1.3326820180723,0,2013.01.22 08:00:00,1.3326820180723,0,0,-99.04,
2013.01.23 16:00:00,sell,0.19458,EURUSD,1.3275920180723,1.3326820180723,0,2013.01.23 16:00:00,1.3326820180723,0,0,-99.04,
2013.02.07 12:00:00,sell,0.174772,EURUSD,1.34653,1.35153,0,2013.02.13 12:00:00,1.35153,0,0,-87.39,
2013.02.13 16:00:00,sell,0.226273,EURUSD,1.3465096385542,1.3515096385542,0,2013.03.07 12:00:00,1.31003,0,0,825.44,
2013.03.07 12:00:00,buy,0.226273,EURUSD,1.30648,1.30148,0,2013.03.08 12:00:00,1.30148,0,0,-113.14,
2013.03.08 16:00:00,sell,0.094206143128561,EURUSD,1.29762,1.31343,0,2013.04.04 16:00:00,1.29385,0,0,35.52,
2013.04.04 16:00:00,buy,0.297503,EURUSD,1.28702,1.28193,0,2013.04.16 00:00:00,1.3031,0,0,478.38,
2013.04.15 20:00:00,sell,0.301055,EURUSD,1.30455,1.30955,0,2013.04.15 23:59:59,1.30466,0,0,-6.02,
2013.04.16 00:00:00,sell,0.301055,EURUSD,1.30455,1.30955,0,2013.04.16 12:00:00,1.30955,0,0,-150.53,
2013.04.16 16:00:00,buy,0.15586435921422,EURUSD,1.31272,1.30193,0,2013.04.17 16:00:00,1.30193,0,0,-168.18,
2013.04.17 16:00:00,sell,0.31642,EURUSD,1.303086746988,0,0,2013.04.17 19:59:59,1.30367,0,0,-21.3,
2013.04.17 20:00:00,sell,0.31642,EURUSD,1.303086746988,0,0,2013.04.17 23:59:59,1.30355,0,0,-17.51,
2013.04.18 00:00:00,sell,0.31642,EURUSD,1.303086746988,0,0,2013.04.18 03:59:59,1.30327,0,0,-8.65,
2013.04.18 08:00:00,sell,0.311674,EURUSD,1.303113253012,1.308113253012,0,2013.04.18 11:59:59,1.30672,0,0,-115.22,
2013.04.18 16:00:00,sell,0.311674,EURUSD,1.303113253012,1.308203253012,0,2013.04.18 16:00:00,1.308203253012,0,0,-158.64,
2013.04.22 12:00:00,sell,0.311674,EURUSD,1.303113253012,1.308113253012,0,2013.04.23 08:00:00,1.308113253012,0,0,-155.84,
2013.04.23 08:00:00,sell,0.311674,EURUSD,1.303113253012,1.308113253012,0,2013.04.25 12:00:00,1.308113253012,0,0,-155.84,
2013.04.25 12:00:00,sell,0.311674,EURUSD,1.303113253012,1.308113253012,0,2013.04.29 08:00:00,1.308113253012,0,0,-155.84,
2013.04.29 08:00:00,buy,0.25312,EURUSD,1.3062146987952,1.3011246987952,0,2013.05.09 20:00:00,1.3011246987952,0,0,-128.84,
