Open Time,Type,Volume,Symbol,Open Price,S/L,T/P,Close Time,Close Price,Commission,Swap,Profit,Comment
2001.01.01 00:00:00,balance,,,,,,,,0,0,2000,Add funds 2000
2013.01.02 00:00:00,buy,0.194896,EURUSD,1.32748,1.32248,0,2013.01.02 16:00:00,1.32248,0,0,-97.45,
2013.01.02 20:00:00,sell,0.2,EURUSD,1.31639,1.32139,0,2013.01.10 12:00:00,1.3189,0,0,-50.2,
2013.01.10 12:00:00,buy,0.17782,EURUSD,1.31285,1.30785,0,2013.01.16 12:00:00,1.32759,0,0,262.11,
2013.01.16 08:00:00,sell,0.1728,EURUSD,1.32824,1.33324,0,2013.01.17 08:00:00,1.33324,0,0,-86.4,
2013.01.24 12:00:00,buy,0.190371,EURUSD,1.33611,1.33111,0,2013.02.07 12:00:00,1.34295,0,0,130.21,
2013.02.07 12:00:00,sell,0.190371,EURUSD,1.34652,1.35152,0,2013.02.13 12:00:00,1.35152,0,0,-95.19,
2013.03.07 12:00:00,buy,0.193873,EURUSD,1.30678,1.29938,0,2013.03.08 20:00:00,1.29938,0,0,-143.47,
2013.03.15 08:00:00,buy,0.179526,EURUSD,1.30424,1.29023,0,2013.03.18 04:00:00,1.29023,0,0,-251.52,
2013.03.22 12:00:00,buy,0.154374,EURUSD,1.29538,1.29038,0,2013.03.25 12:00:00,1.29038,0,0,-77.19,
2013.04.15 20:00:00,sell,0.185151,EURUSD,1.3046,1.3096,0,2013.04.16 12:00:00,1.3096,0,0,-92.58,
2013.05.21 16:00:00,buy,0.175893,EURUSD,1.289,1.284,0,2013.05.22 20:00:00,1.284,0,0,-87.95,
2013.05.23 20:00:00,buy,0.167098,EURUSD,1.29479,1.28979,0,2013.05.28 00:00:00,1.28979,0,0,-83.55,
2013.06.03 12:00:00,sell,0.132682,EURUSD,1.29679,1.30254,0,2013.06.03 12:00:00,1.30254,0,0,-76.29,
2013.06.19 20:00:00,sell,0.125053,EURUSD,1.33346,1.33846,0,2013.07.10 20:00:00,1.30244,0,0,387.91,
2013.07.10 20:00:00,buy,0.125053,EURUSD,1.28864,1.28364,0,2013.07.31 12:00:00,1.32205,0,0,417.8,
2013.07.31 12:00:00,sell,0.163844,EURUSD,1.3245,1.3295,0,2013.07.31 16:00:00,1.3295,0,0,-81.92,
2013.08.01 12:00:00,sell,0.197432,EURUSD,1.32203,1.32703,0,2013.08.02 12:00:00,1.32703,0,0,-98.72,
2013.08.06 12:00:00,buy,0.18756,EURUSD,1.33023,1.32523,0,2013.08.13 12:00:00,1.32523,0,0,-93.78,
2013.08.28 12:00:00,sell,0.178182,EURUSD,1.3344,1.3394,0,2013.09.09 12:00:00,1.32136,0,0,232.35,
2013.09.09 12:00:00,buy,0.178182,EURUSD,1.32082,1.31582,0,2013.10.09 08:00:00,1.35271,0,0,568.22,
2013.10.09 08:00:00,sell,0.201417,EURUSD,1.35478,1.35978,0,2013.10.14 12:00:00,1.35978,0,0,-100.71,
2013.10.15 08:00:00,sell,0.248168,EURUSD,1.35036,1.35536,0,2013.10.16 12:00:00,1.35536,0,0,-124.08,
2013.10.30 16:00:00,sell,0.23576,EURUSD,1.3737,1.3787,0,2013.11.13 16:00:00,1.34552,0,0,664.37,
2013.11.13 12:00:00,buy,0.23576,EURUSD,1.34538,1.34038,0,2013.11.21 08:00:00,1.34038,0,0,-117.88,
2013.11.21 16:00:00,buy,0.290409,EURUSD,1.34538,1.34038,0,2013.12.18 20:00:00,1.3675,0,0,642.38,
2013.12.18 20:00:00,sell,0.290409,EURUSD,1.37102,1.37602,0,2013.12.27 00:00:00,1.37242,0,0,-40.66,
2013.12.27 00:00:00,buy,0.354647,EURUSD,1.37007,1.36507,0,2014.01.02 12:00:00,1.36507,0,0,-177.32,
