Open Time,Type,Volume,Symbol,Open Price,S/L,T/P,Close Time,Close Price,Commission,Swap,Profit,Comment
2001.01.01 00:00:00,balance,,,,,,,,0,0,2000,Add funds 2000
2014.01.10 12:00:00,buy,0.18362,EURUSD,1.36745,1.36245,0,2014.01.15 08:00:00,1.36245,0,0,-91.81,
2014.01.23 16:00:00,buy,0.174439,EURUSD,1.36745,1.36245,0,2014.01.29 12:00:00,1.36245,0,0,-87.22,
2014.02.06 12:00:00,buy,0.16878,EURUSD,1.35379,1.34879,0,2014.02.26 16:00:00,1.36711,0,0,224.81,
2014.02.26 16:00:00,sell,0.165717,EURUSD,1.36996,1.37496,0,2014.02.28 12:00:00,1.37496,0,0,-82.86,
2014.03.14 04:00:00,sell,0.191261,EURUSD,1.38548,1.39127,0,2014.03.14 16:00:00,1.39127,0,0,-110.74,
2014.03.19 20:00:00,sell,0.173811,EURUSD,1.38483,1.38983,0,2014.04.09 16:00:00,1.38093,0,0,67.79,
2014.04.09 16:00:00,buy,0.191997,EURUSD,1.38062,1.37562,0,2014.04.15 00:00:00,1.38156,0,0,18.05,
2014.04.15 00:00:00,sell,0.191997,EURUSD,1.38147,1.38647,0,2014.04.17 12:00:00,1.38647,0,0,-96,
2014.04.21 16:00:00,sell,0.184202,EURUSD,1.37928,1.38428,0,2014.04.23 08:00:00,1.38428,0,0,-92.1,
2014.05.09 08:00:00,sell,0.174992,EURUSD,1.3828,1.3878,0,2014.06.05 20:00:00,1.36607,0,0,292.76,
2014.06.05 20:00:00,buy,0.174992,EURUSD,1.36429,1.35929,0,2014.06.09 16:00:00,1.35929,0,0,-87.5,
2014.06.16 16:00:00,buy,0.195518,EURUSD,1.35725,1.35225,0,2014.07.03 12:00:00,1.3602,0,0,57.68,
2014.07.03 08:00:00,sell,0.201286,EURUSD,1.36471,1.36971,0,2014.09.12 16:00:00,1.2974,0,0,1354.86,
2014.09.12 12:00:00,buy,0.201286,EURUSD,1.295,1.29,0,2014.09.17 20:00:00,1.29,0,0,-100.64,
2014.10.08 16:00:00,buy,0.326708,EURUSD,1.26771,1.26271,0,2014.10.10 12:00:00,1.26271,0,0,-163.35,
2014.10.13 04:00:00,buy,0.310373,EURUSD,1.26771,1.26271,0,2014.10.15 04:00:00,1.26271,0,0,-155.19,
2014.10.15 12:00:00,buy,0.294854,EURUSD,1.26771,1.26271,0,2014.10.23 08:00:00,1.26271,0,0,-147.43,
2014.10.27 16:00:00,buy,0.280111,EURUSD,1.27052,1.26552,0,2014.10.29 20:00:00,1.26552,0,0,-140.06,
2014.11.14 16:00:00,buy,0.266105,EURUSD,1.24888,1.24388,0,2014.11.21 08:00:00,1.24388,0,0,-133.05,
2014.12.10 00:00:00,buy,0.2528,EURUSD,1.23942,1.23442,0,2014.12.17 20:00:00,1.23442,0,0,-126.4,
2014.12.18 20:00:00,sell,0.24016,EURUSD,1.22718,1.23218,0,2015.02.03 12:00:00,1.14427,0,0,1991.17,
