Open Time,Type,Volume,Symbol,Open Price,S/L,T/P,Close Time,Close Price,Commission,Swap,Profit,Comment
2001.01.01 00:00:00,balance,,,,,,,,0,0,2000,Add funds 2000
2011.01.06 00:00:00,sell,0.2,EURUSD,1.31435,1.31935,0,2011.01.13 08:00:00,1.31299,0,0,27.2,
2011.01.13 08:00:00,buy,0.2,EURUSD,1.31319,1.30819,0,2011.02.04 12:00:00,1.35541,0,0,844.4,
2011.02.04 12:00:00,sell,0.20272,EURUSD,1.35785,1.36285,0,2011.02.08 04:00:00,1.36285,0,0,-101.36,
2011.02.11 04:00:00,sell,0.277024,EURUSD,1.35785,1.36285,0,2011.02.18 12:00:00,1.36285,0,0,-138.51,
2011.02.23 00:00:00,buy,0.1184396939694,EURUSD,1.37001,1.35881,0,2011.03.10 04:00:00,1.38677,0,0,198.5,
2011.03.10 04:00:00,sell,0.263173,EURUSD,1.38722,1.39516,0,2011.03.14 00:00:00,1.39516,0,0,-208.96,
2011.03.17 00:00:00,sell,0.262127,EURUSD,1.38722,1.39222,0,2011.03.17 00:00:00,1.3919,0,0,-122.68,
2011.03.17 08:00:00,buy,0.089108059914409,EURUSD,1.40162,1.38751,0,2011.03.25 16:00:00,1.40702,0,0,48.12,
2011.03.25 16:00:00,sell,0.249859,EURUSD,1.40753,1.41253,0,2011.03.29 08:00:00,1.41253,0,0,-124.93,
2011.04.06 00:00:00,buy,0.16864763231198,EURUSD,1.42344,1.41617,0,2011.04.18 00:00:00,1.43673,0,0,224.13,
2011.04.18 00:00:00,sell,0.242178,EURUSD,1.44014,1.44514,0,2011.04.20 08:00:00,1.44514,0,0,-121.09,
2011.04.26 16:00:00,buy,0.11342407906559,EURUSD,1.4641,1.45288,0,2011.05.03 00:00:00,1.47868,0,0,165.37,
2011.05.03 00:00:00,sell,0.252482,EURUSD,1.47919,1.48419,0,2011.05.03 16:00:00,1.48419,0,0,-126.24,
2011.05.04 00:00:00,sell,0.256395,EURUSD,1.47919,1.48419,0,2011.05.04 08:00:00,1.48419,0,0,-128.2,
2011.05.04 12:00:00,buy,0.1259436401241,EURUSD,1.4873,1.47754,0,2011.05.05 12:00:00,1.47754,0,0,-122.92,
2011.05.05 12:00:00,sell,0.231283,EURUSD,1.47764,1.48264,0,2011.05.17 16:00:00,1.42169,0,0,1294.03,
2011.05.17 12:00:00,buy,0.231283,EURUSD,1.4209,1.4159,0,2011.05.20 16:00:00,1.4159,0,0,-115.64,
2011.05.27 00:00:00,buy,0.349122,EURUSD,1.41911,1.41411,0,2011.06.09 12:00:00,1.45045,0,0,1094.15,
2011.06.09 12:00:00,sell,0.349122,EURUSD,1.45792,1.46292,0,2011.06.20 12:00:00,1.43162,0,0,918.19,
2011.06.20 12:00:00,buy,0.458537,EURUSD,1.4303,1.4253,0,2011.06.23 08:00:00,1.4253,0,0,-229.27,
2011.06.29 16:00:00,buy,0.527429,EURUSD,1.44159,1.43659,0,2011.07.06 08:00:00,1.43659,0,0,-263.71,
2011.07.06 08:00:00,sell,0.501058,EURUSD,1.44227,1.44727,0,2011.07.21 00:00:00,1.42548,0,0,841.28,
2011.07.21 00:00:00,buy,0.501058,EURUSD,1.4239,1.4189,0,2011.07.21 08:00:00,1.4189,0,0,-250.53,
2011.07.21 12:00:00,buy,0.560133,EURUSD,1.4239,1.4189,0,2011.07.29 08:00:00,1.4289,0,0,280.07,
2011.07.29 04:00:00,sell,0.560133,EURUSD,1.42908,1.43408,0,2011.07.29 12:00:00,1.43408,0,0,-280.07,
2011.08.01 16:00:00,sell,0.560133,EURUSD,1.42908,1.43408,0,2011.08.03 08:00:00,1.43408,0,0,-280.07,
2011.08.19 00:00:00,sell,0.532126,EURUSD,1.42991,1.43491,0,2011.08.19 12:00:00,1.43491,0,0,-266.06,
2011.09.06 12:00:00,sell,0.17419710544452,EURUSD,1.40443,1.41894,0,2011.09.14 16:00:00,1.37478,0,0,516.49,
2011.09.14 16:00:00,buy,0.50552,EURUSD,1.37207,1.36707,0,2011.09.19 00:00:00,1.36707,0,0,-252.76,
2011.09.21 16:00:00,buy,0.531893,EURUSD,1.37207,1.36707,0,2011.09.21 16:00:00,1.36707,0,0,-265.95,
2011.09.28 08:00:00,buy,0.505298,EURUSD,1.36456,1.35616,0,2011.09.28 20:00:00,1.35616,0,0,-424.45,
2011.09.29 08:00:00,buy,0.462853,EURUSD,1.36456,1.35956,0,2011.09.29 16:00:00,1.35956,0,0,-231.43,
2011.10.10 08:00:00,buy,0.43971,EURUSD,1.34798,1.34298,0,2011.10.18 08:00:00,1.36832,0,0,894.37,
2011.10.18 08:00:00,sell,0.43971,EURUSD,1.37369,1.37869,0,2011.10.18 20:00:00,1.37869,0,0,-219.85,
2011.10.21 12:00:00,buy,0.507162,EURUSD,1.38503,1.38003,0,2011.10.26 16:00:00,1.38003,0,0,-253.58,
2011.11.09 12:00:00,sell,0.481804,EURUSD,1.36556,1.37056,0,2011.11.11 16:00:00,1.37056,0,0,-240.9,
2011.11.22 08:00:00,buy,0.457714,EURUSD,1.35397,1.34897,0,2011.11.22 16:00:00,1.34897,0,0,-228.86,
2011.11.23 08:00:00,sell,0.20357116104869,EURUSD,1.3432,1.35388,0,2011.11.29 08:00:00,1.342,0,0,24.43,
2011.11.29 08:00:00,buy,0.434828,EURUSD,1.33792,1.33292,0,2011.11.29 12:00:00,1.33292,0,0,-217.41,
2011.11.30 12:00:00,buy,0.41553,EURUSD,1.33792,1.33292,0,2011.12.08 12:00:00,1.33292,0,0,-207.76,
2011.12.12 08:00:00,sell,0.23609688995216,EURUSD,1.33019,1.33855,0,2011.12.20 08:00:00,1.30837,0,0,515.16,
2011.12.20 08:00:00,buy,0.394754,EURUSD,1.30422,1.29922,0,2011.12.28 12:00:00,1.29922,0,0,-197.38,
