Open Time,Type,Volume,Symbol,Open Price,S/L,T/P,Close Time,Close Price,Commission,Swap,Profit,Comment
2001.01.01 00:00:00,balance,,,,,,,,0,0,2000,Add funds 2000
2010.01.11 00:00:00,buy,0.2,EURUSD,1.44473,0,0,2010.01.15 00:00:00,1.44266,0,0,-41.4,
2010.01.15 00:00:00,sell,0.2,EURUSD,1.44741,0,0,2010.02.26 00:00:00,1.35776,0,0,1793,
2010.02.26 00:00:00,buy,0.19586,EURUSD,1.35746,0,0,2010.03.01 12:00:00,1.35114,0,0,-123.78,
2010.03.02 16:00:00,buy,0.362782,EURUSD,1.35737,0,0,2010.03.19 08:00:00,1.35735,0,0,-0.73,
2010.03.19 08:00:00,sell,0.362782,EURUSD,1.36065,0,0,2010.03.29 20:00:00,1.34764,0,0,471.98,
2010.03.29 16:00:00,buy,0.362709,EURUSD,1.3472,0,0,2010.03.30 16:00:00,1.34092,0,0,-227.78,
2010.03.31 12:00:00,buy,0.387129,EURUSD,1.35032,0,0,2010.04.05 08:00:00,1.34717,0,0,-121.95,
2010.04.05 08:00:00,sell,0.387129,EURUSD,1.34836,0,0,2010.04.12 00:00:00,1.36358,0,0,-589.21,
2010.04.16 04:00:00,sell,0.316013,EURUSD,1.35352,0,0,2010.05.20 16:00:00,1.24954,0,0,3285.9,
2010.05.20 16:00:00,buy,0.316013,EURUSD,1.24251,0,0,2010.05.24 12:00:00,1.23664,0,0,-185.5,
2010.06.03 00:00:00,buy,0.626053,EURUSD,1.22951,0,0,2010.06.03 16:00:00,1.21683,0,0,-793.84,
2010.06.29 08:00:00,sell,0.546669,EURUSD,1.22257,0,0,2010.07.01 08:00:00,1.22927,0,0,-366.27,
2010.07.01 12:00:00,buy,0.510042,EURUSD,1.23824,0,0,2010.08.11 04:00:00,1.30958,0,0,3638.64,
2010.08.11 08:00:00,sell,0.510042,EURUSD,1.30956,0,0,2010.08.18 08:00:00,1.29039,0,0,977.75,
2010.08.18 08:00:00,buy,0.873906,EURUSD,1.28961,0,0,2010.08.19 00:00:00,1.2806,0,0,-787.39,
2010.09.01 08:00:00,buy,0.892942,EURUSD,1.27643,0,0,2010.09.07 20:00:00,1.26831,0,0,-725.07,
2010.10.18 00:00:00,sell,0.820435,EURUSD,1.39164,0,0,2010.10.18 16:00:00,1.39848,0,0,-561.18,
2010.10.19 12:00:00,sell,0.764317,EURUSD,1.38697,0,0,2010.10.20 16:00:00,1.39692,0,0,-760.5,
2010.11.03 16:00:00,buy,0.688267,EURUSD,1.40572,0,0,2010.11.08 00:00:00,1.39522,0,0,-722.68,
2010.11.09 16:00:00,sell,0.615999,EURUSD,1.38621,0,0,2010.12.13 16:00:00,1.34172,0,0,2740.58,
2010.12.13 16:00:00,buy,0.615999,EURUSD,1.34101,0,0,2010.12.15 00:00:00,1.33419,0,0,-420.11,
